,address,city,n_reviews,number_restaurants,rating,restaurant_link,restaurant_name,restaurant_number
150,"357 Castro St
Mountain View, CA 94041
(650) 965-2000",Cupertino,1233,1667,3.5,https://www.yelp.com/biz/sakoon-mountain-view-3,Sakoon,906
151,"Santa Clara, CA 95014
(408) 479-5530",Cupertino,22,1667,4.0,https://www.yelp.com/biz/dil-se-eatery-santa-clara-2,Dil Se Eatery,116
152,"1241 W El Camino Real
Sunnyvale, CA 94086
(650) 988-6630",Cupertino,449,1667,4.0,https://www.yelp.com/biz/starbird-sunnyvale-2,Starbird,316
153,"388 Main St
Los Altos, CA 94022
(650) 949-2300",Cupertino,288,1667,4.0,https://www.yelp.com/biz/aldo-los-altos-los-altos,Aldo Los Altos,516
154,"North Dallas
10720 Preston Rd
Dallas, TX 75230
(214) 891-9979",Dallas,142,3246,4.0,https://www.yelp.com/biz/fish-city-grill-dallas-2,Fish City Grill,744
155,"Upper Greenville
5500 Greenville Ave
Dallas, TX 75206
(214) 265-8044",Dallas,99,3246,3.5,https://www.yelp.com/biz/texadelphia-dallas-2,Texadelphia,944
156,"2909 Irving Blvd
Dallas, TX 75247
(972) 308-6698",Dallas,27,3246,3.5,https://www.yelp.com/biz/taqueria-taxco-3-dallas,Taqueria Taxco 3,154
157,"Lower Greenville
2817 Greenville Ave
Dallas, TX 75206
(214) 888-0158",Dallas,145,3246,4.0,https://www.yelp.com/biz/slaters-50-50-dallas,Slater’s 50/50,354
158,"Downtown
333 S Harwood St
Dallas, TX 75201
(469) 899-7904",Dallas,29,3246,4.0,https://www.yelp.com/biz/harwood-tavern-dallas,Harwood Tavern,554
159,"Outer Sunset
2146 Irving St
San Francisco, CA 94122
(415) 968-9933",Daly City,151,2235,4.0,https://www.yelp.com/biz/sushi-uma-san-francisco,Sushi Uma,199
160,"Outer Mission, Mission Terrace
296 Ocean Ave
San Francisco, CA 94112
(415) 769-5328",Daly City,384,2235,4.0,https://www.yelp.com/biz/pineapples-san-francisco,Pineapples,399
161,"Outer Sunset
3815 Noriega St
San Francisco, CA 94122
(415) 379-4459",Daly City,120,2235,4.5,https://www.yelp.com/biz/yonkers-cafe-san-francisco,Yonkers Cafe,599
162,"Parkmerced
1600 Holloway Ave
San Francisco, CA 94132",Daly City,33,2235,4.5,https://www.yelp.com/biz/shahs-halal-food-san-francisco,Shah’s Halal Food,799
163,"1966 Francisco Blvd
Pacifica, CA 94044
(650) 355-1678",Daly City,282,2235,3.5,https://www.yelp.com/biz/pacifica-thai-cuisine-pacifica,Pacifica Thai Cuisine,9
164,"2710 East 5th St
Davis, CA 95618
(530) 758-1331",Davis,267,198,4.0,https://www.yelp.com/biz/konditorei-austrian-pastry-cafe-davis,Konditorei Austrian Pastry Cafe,68
165,"Northwest, Highland
3400 Osage St
Denver, CO 80211
(303) 284-6342",Denver,144,3190,4.0,https://www.yelp.com/biz/kobe-an-lohi-denver-5,Kobe An LoHi,793
166,"Five Points, Northwest
908 30th St
Denver, CO 80205
(303) 295-2404",Denver,54,3190,4.0,https://www.yelp.com/biz/curtis-park-creamery-denver,Curtis Park Creamery,3
167,"Northwest, Highland
1600 W 33rd Ave
Denver, CO 80211
(303) 993-4200",Denver,2723,3190,4.5,https://www.yelp.com/biz/root-down-denver,Root Down,203
168,"Capitol Hill, Southwest
208 E 7th Ave
Denver, CO 80203
(303) 832-8008",Denver,101,3190,4.5,https://www.yelp.com/biz/sushi-cup-denver-2,Sushi Cup,403
169,"Southwest
1380 S Broadway
Denver, CO 80210
(720) 379-3131",Denver,40,3190,5.0,https://www.yelp.com/biz/cluck-chicken-denver,Cluck Chicken,603
170,"2100 Michigan Ave
Detroit, MI 48216
(313) 242-0770",Detroit,380,2289,3.5,https://www.yelp.com/biz/gold-cash-gold-detroit,Gold Cash Gold,221
171,"Midtown, Cass Corridor
4620 Cass Ave
Detroit, MI 48201
(313) 831-1400",Detroit,229,2289,3.5,https://www.yelp.com/biz/cass-cafe-detroit,Cass Cafe,421
172,"15563 Schoolcraft Ave
Detroit, MI 48227
(313) 270-7001",Detroit,3,2289,5.0,https://www.yelp.com/biz/burger-grille-detroit,Burger Grille,621
173,"11395 McNichols E
Detroit, MI 48234
(313) 245-4500",Detroit,2,2289,4.0,https://www.yelp.com/biz/all-seas-fish-detroit,All Seas Fish,821
174,"2140 Hilton Rd
Ferndale, MI 48220
(248) 545-5861",Detroit,28,2289,4.0,https://www.yelp.com/biz/warrilows-bar-ferndale,Warrilow’s Bar,31
175,"5424 Sunol Blvd
Pleasanton, CA 94566
(925) 846-3222",Dublin,59,557,3.0,https://www.yelp.com/biz/mountain-mikes-pizza-pleasanton,Mountain Mike’s Pizza,121
176,"7350 Dublin Blvd
Dublin, CA 94568
(925) 875-1500",Dublin,219,557,3.5,https://www.yelp.com/biz/rigatonis-dublin,Rigatoni’s,321
177,"6700 Santa Rita Rd
Pleasanton, CA 94588
(925) 225-0186",Dublin,110,557,3.5,https://www.yelp.com/biz/taqueria-el-gallo-pleasanton,Taqueria El Gallo,521
178,"2107 E Hwy 54
Durham, NC 27713
(919) 361-2728",Durham,45,832,1.5,https://www.yelp.com/biz/pizza-hut-durham-4,Pizza Hut,94
179,"4711 Hope Valley Rd
Durham, NC 27707
(919) 493-7748",Durham,108,832,4.5,https://www.yelp.com/biz/yamazushi-japanese-cuisine-durham,Yamazushi Japanese Cuisine,294
180,"Serving Durham and the Surrounding Area
(919) 666-7581",Durham,11,832,4.0,https://www.yelp.com/biz/crispy-gyoza-durham-2,Crispy Gyoza,494
181,"2009 Guess Rd
Durham, NC 27705
(919) 286-9200",Durham,8,832,3.5,https://www.yelp.com/biz/the-dog-house-durham-6,The Dog House,694
182,"Terminal 2
Morrisville, NC 27560",Durham,18,832,3.0,https://www.yelp.com/biz/brueggers-bagels-morrisville-2,Bruegger’s Bagels,62
183,"1841 Euclid Ave
Berkeley, CA 94709
(510) 549-1460",Emeryville,206,1435,3.5,https://www.yelp.com/biz/celias-mexican-restaurant-berkeley-3,Celia’s Mexican Restaurant,47
184,"5959 Shellmound St
Emeryville, CA 94608
(510) 808-5073",Emeryville,153,1435,3.5,https://www.yelp.com/biz/paradita-eatery-emeryville-2,Paradita Eatery,247
185,"West Berkeley
1255 University Ave
Berkeley, CA 94702
(510) 845-5898",Emeryville,936,1435,4.0,https://www.yelp.com/biz/la-mission-berkeley,La Mission,447
186,"Uptown
408 22nd St
Oakland, CA 94612
(510) 465-7892",Emeryville,200,1435,4.0,https://www.yelp.com/biz/suya-african-caribbean-grill-oakland,Suya African-Caribbean Grill,647
187,"West Berkeley
2517 Sacramento St
Berkeley, CA 94702
(510) 704-8500",Emeryville,156,1435,4.0,https://www.yelp.com/biz/mo-joe-cafe-berkeley-2,Mo’ Joe Cafe,847
188,"North Park
6320 N Lincoln Ave
Chicago, IL 60659
(773) 293-6210",Evanston,84,1282,3.5,https://www.yelp.com/biz/bacolod-chicken-haus-chicago,Bacolod Chicken Haus,793
189,"West Rogers Park
2241 W Devon Ave
Chicago, IL 60659
(773) 262-7676",Evanston,45,1282,3.0,https://www.yelp.com/biz/naan-on-devon-and-grill-chicago-2,Naan on Devon & GRILL,3
190,"1622 Orrington Ave
Evanston, IL 60201
(847) 733-8424",Evanston,135,1282,4.5,https://www.yelp.com/biz/nakorn-evanston,NaKorn,203
191,"Edgewater
5938 N Broadway
Chicago, IL 60660
(773) 654-1444",Evanston,352,1282,3.5,https://www.yelp.com/biz/the-growling-rabbit-chicago-2,The Growling Rabbit,403
192,"Edgewater
1039 W Bryn Mawr Ave
Chicago, IL 60660
(773) 506-9261",Evanston,300,1282,4.0,https://www.yelp.com/biz/francescas-bryn-mawr-chicago-3,Francesca’s Bryn Mawr,603
193,"Glendale
8402 Cooper Ave
Glendale, NY 11385
(718) 894-9800",Flushing,37,19202,4.0,https://www.yelp.com/biz/biagios-trattoria-glendale,Biagio’s Trattoria,466
194,"Downtown Flushing, Flushing
135-02 Roosevelt Ave
Flushing, NY 11354
(718) 961-2322",Flushing,769,19202,4.0,https://www.yelp.com/biz/white-bear-flushing,White Bear,666
195,"Jamaica
11333 Farmers Blvd
Saint Albans, NY 11412
(718) 465-9812",Flushing,48,19202,4.0,https://www.yelp.com/biz/maxines-on-the-boulevard-saint-albans,Maxine’s on the Boulevard,866
196,"Astoria
37-06 30th Ave
Astoria, NY 11103
(718) 274-3647",Flushing,332,19202,4.0,https://www.yelp.com/biz/new-york-dog-house-astoria,New York Dog House,76
197,"Downtown Flushing, Flushing
133-42 39th Ave
Flushing, NY 11354
(718) 358-9333",Flushing,550,19202,4.0,https://www.yelp.com/biz/the-coop-flushing,The Coop,276
198,"618 NW 9th Ave
Fort Lauderdale, FL 33311
(954) 530-5573",Fort Lauderdale,1,4853,5.0,https://www.yelp.com/biz/papas-soul-food-fort-lauderdale,Papa’s Soul Food,676
199,"827 E Oakland Park Blvd
Oakland Park, FL 33334
(954) 488-9095",Fort Lauderdale,15,4853,4.0,https://www.yelp.com/biz/lalo-and-jenns-kitchen-oakland-park,Lalo & Jenn’s Kitchen,876
200,"6045 NW 31st Ave
Fort Lauderdale, FL 33309
(954) 977-4303",Fort Lauderdale,41,4853,3.5,https://www.yelp.com/biz/jj-cafe-fort-lauderdale,JJ Cafe,86
201,"721 E Las Olas Blvd
Fort Lauderdale, FL 33301
(954) 764-7005",Fort Lauderdale,424,4853,3.5,https://www.yelp.com/biz/american-social-fort-lauderdale-4,American Social,286
202,"2430 NE 13th Ave
Wilton Manors, FL 33305
(754) 200-5285",Fort Lauderdale,166,4853,4.5,https://www.yelp.com/biz/voo-la-voo-cafe-wilton-manors-2,Voo La Voo Cafe,486
203,"889 Ralston Ave
Belmont, CA 94002
(650) 508-8600",Foster City,195,321,3.0,https://www.yelp.com/biz/yama-sushi-restaurant-belmont,Yama Sushi Restaurant,71
204,"1855 S Norfolk St
San Mateo, CA 94403
(650) 349-1845",Foster City,147,321,3.5,https://www.yelp.com/biz/top-of-the-market-san-mateo-3,Top of The Market,271
205,"196 Ranch Dr
Milpitas, CA 95035
(408) 262-0844",Fremont,518,3316,4.0,https://www.yelp.com/biz/taqueria-los-cunados-milpitas,Taqueria Los Cunados,39
206,"6016 Stevenson Blvd
Fremont, CA 94538
(510) 709-1196",Fremont,218,3316,3.0,https://www.yelp.com/biz/i-shanghai-delight-fremont,I-Shanghai Delight,239
207,"North Valley
1628 Hostetter Rd
San Jose, CA 95131
(408) 477-2773",Fremont,4826,3316,4.0,https://www.yelp.com/biz/gen-korean-bbq-house-san-jose,Gen Korean BBQ House,439
208,"5720 Mowry School Rd
Newark, CA 94560
(510) 445-1602",Fremont,485,3316,3.0,https://www.yelp.com/biz/isla-restaurant-newark,Isla Restaurant,639
210,"3905 SW Archer Rd
Gainesville, FL 32608
(352) 372-0031",Gainesville,6,549,3.0,https://www.yelp.com/biz/burger-king-gainesville-13,Burger King,72
211,"808 W University Ave
Gainesville, FL 32601
(352) 505-0162",Gainesville,112,549,3.5,https://www.yelp.com/biz/faith-vietnamese-gainesville,Faith Vietnamese,272
212,"3625 SW 13th St
Gainesville, FL 32608
(352) 336-1839",Gainesville,53,549,2.5,https://www.yelp.com/biz/ihop-gainesville-3,IHOP,472
213,"Los Feliz
1757 N Vermont Ave
Los Angeles, CA 90027
(323) 662-5900",Glendale,829,11926,4.0,https://www.yelp.com/biz/il-capriccio-on-vermont-los-angeles,Il Capriccio on Vermont,659
214,"Little Tokyo, Downtown
432 E 2nd St
Los Angeles, CA 90012
(213) 265-7003",Glendale,386,11926,4.5,https://www.yelp.com/biz/pasta-e-pasta-by-allegro-los-angeles-2,PASTA e PASTA by Allegro,859
215,"Downtown
400 W 8th St
Los Angeles, CA 90014
(213) 213-5307",Glendale,55,11926,3.5,https://www.yelp.com/biz/shake-shack-los-angeles-7,Shake Shack,69
216,"Glendale
902 E Colorado St
Glendale, CA 91205
(818) 245-6863",Glendale,184,11926,4.5,https://www.yelp.com/biz/massif-mediterranean-grill-glendale,Massif Mediterranean Grill,269
217,"Glendale
102 Caruso Ave
Glendale, CA 91210
(818) 502-9922",Glendale,280,11926,4.0,https://www.yelp.com/biz/bar-verde-glendale,Bar Verde,469
218,"Downtown
800 Main St
Hartford, CT 06103
(860) 338-9486",Hartford,5,914,3.0,https://www.yelp.com/biz/teriyaki-mania-hartford,Teriyaki Mania,678
219,"Downtown
942 Main St
Hartford, CT 06103
(860) 244-2511",Hartford,1,914,1.0,https://www.yelp.com/biz/siagon-kitchen-hartford,Siagon Kitchen,878
220,"924 Farmington Ave
West Hartford, CT 06107
(866) 666-6520",Hartford,0,914,-1.0,https://www.yelp.com/biz/chinese-cultural-exchange-west-hartford,Chinese Cultural Exchange,164
221,"South Green
297 Washington St
Hartford, CT 06106
(860) 527-7764",Hartford,71,914,3.5,https://www.yelp.com/biz/j-restaurant-bar-hartford,J Restaurant/Bar,364
222,"39 New London Tpke
Glastonbury, CT 06033
(860) 659-2568",Hartford,118,914,4.0,https://www.yelp.com/biz/min-ghung-glastonbury,Min Ghung,564
223,"3015 Hopyard Rd
Pleasanton, CA 94588
(925) 426-5500",Hayward,450,3596,4.0,https://www.yelp.com/biz/bills-caf%C3%A9-pleasanton-3,Bill’s Café,4
224,"24973 Santa Clara St
Hayward, CA 94544
(510) 782-6650",Hayward,205,3596,4.5,https://www.yelp.com/biz/annar-afghan-cuisine-hayward,Annar Afghan Cuisine,204
225,"Old Oakland
827 Washington St
Oakland, CA 94607
(510) 272-9110",Hayward,580,3596,4.0,https://www.yelp.com/biz/district-oakland-oakland,District Oakland,404
226,"374 Jackson St
Hayward, CA 94544
(510) 363-2927",Hayward,32,3596,4.0,https://www.yelp.com/biz/tacos-el-amigo-hayward,Tacos El Amigo,604
227,"8937 San Ramon Rd
Dublin, CA 94568
(925) 557-7453",Hayward,207,3596,4.0,https://www.yelp.com/biz/biryani-bowl-dublin-dublin-4,Biryani Bowl - Dublin,804
228,"8931 Brooks Rd S
Windsor, CA 95492
(707) 836-0642",Healdsburg,77,111,2.0,https://www.yelp.com/biz/applebees-grill-bar-windsor,Applebee’s Grill + Bar,71
229,"614 Cooke St
Honolulu, HI 96813
(808) 597-8195",Honolulu,109,3026,3.5,https://www.yelp.com/biz/karens-kitchen-honolulu,Karen’s Kitchen,100
230,"3446 Waialae Ave
Honolulu, HI 96816
(808) 734-2737",Honolulu,212,3026,4.5,https://www.yelp.com/biz/caf%C3%A9-miro-honolulu-2,Café Miro,300
231,"Located in Hawaii Kai Golf Course
(808) 395-2358",Honolulu,21,3026,4.0,https://www.yelp.com/biz/lighthouse-restaurant-honolulu-2,Lighthouse Restaurant,500
232,"Kalihi
1111 Dillingham Blvd
Honolulu, HI 96817
(808) 843-8561",Honolulu,85,3026,4.0,https://www.yelp.com/biz/brick-oven-pizza-honolulu,Brick Oven Pizza,700
233,"Downtown
1111 Bishop St
Honolulu, HI 96813
(808) 202-4920",Honolulu,17,3026,4.0,https://www.yelp.com/biz/mamis-empanadas-honolulu-6,Mami’s Empanadas,900
234,"Eastex/Jensen
3418 Topping St
Houston, TX 77093
(832) 377-0237",Houston,78,3130,4.5,https://www.yelp.com/biz/city-acre-brewing-houston,City Acre Brewing,300
235,"The Heights
2701 White Oak Dr
Houston, TX 77007
(713) 868-8000",Houston,602,3130,4.0,https://www.yelp.com/biz/bbs-cafe-houston-3,BB’s Cafe,500
236,"EaDo, Downtown
2017 Leeland St
Houston, TX 77003",Houston,2,3130,4.0,https://www.yelp.com/biz/eadeauxs-houston,EaDeaux’s,700
237,"Upper Kirby
3030 Audley St
Houston, TX 77098
(713) 814-5101",Houston,18,3130,4.0,https://www.yelp.com/biz/blue-nile-houston,Blue Nile,900
238,"Medical Center
2616 S Lp W
Houston, TX 77054
(713) 592-0040",Houston,13,3130,5.0,https://www.yelp.com/biz/our-deli-houston,Our Deli,110
239,"149 Linden Ave
Long Beach, CA 90802
(562) 951-7181",Huntington Beach,461,7559,4.0,https://www.yelp.com/biz/thai-district-long-beach,Thai District,156
240,"17441 Beach Blvd
Huntington Beach, CA 92647
(714) 843-0655",Huntington Beach,478,7559,4.0,https://www.yelp.com/biz/saffron-grill-huntington-beach-2,Saffron Grill,356
241,"5171 Warner Ave
Huntington Beach, CA 92649
(714) 625-4305",Huntington Beach,139,7559,4.0,https://www.yelp.com/biz/sammys-huntington-beach-2,Sammy’s,556
242,"18302 Beach Blvd
Huntington Beach, CA 92648
(714) 375-0022",Huntington Beach,380,7559,3.5,https://www.yelp.com/biz/wings-n-things-grill-huntington-beach,Wings ‘N Things Grill,756
243,"3011 Harbor Blvd
Costa Mesa, CA 92626
(714) 825-0100",Huntington Beach,563,7559,4.0,https://www.yelp.com/biz/empanadas-place-costa-mesa,Empanada’s Place,956
244,"8110 N College Ave
Indianapolis, IN 46240
(317) 251-2294",Indianapolis,118,1572,3.5,https://www.yelp.com/biz/hollyhock-hill-indianapolis-3,Hollyhock Hill,531
245,"Chatham Arch
878 Massachusetts Ave
Indianapolis, IN 46204
(317) 972-7966",Indianapolis,71,1572,4.5,https://www.yelp.com/biz/mass-ave-wine-indianapolis,Mass Ave Wine,731
246,"Mile Square
6 E Washington
Indianapolis, IN 46204
(317) 653-5098",Indianapolis,37,1572,3.5,https://www.yelp.com/biz/chipotle-mexican-grill-indianapolis-7,Chipotle Mexican Grill,931
247,"2902 Madison Ave
Indianapolis, IN 46225
(317) 781-0667",Indianapolis,11,1572,2.5,https://www.yelp.com/biz/popeyes-louisiana-kitchen-indianapolis-10,Popeyes Louisiana Kitchen,141
248,"Mile Square
141 S Meridian St
Indianapolis, IN 46225
(317) 362-0072",Indianapolis,116,1572,3.5,https://www.yelp.com/biz/broken-english-indianapolis,Broken English,341
249,"89 2nd St
Coralville, IA 52241
(319) 354-1272",Iowa City,6,308,1.0,https://www.yelp.com/biz/subway-coralville-3,Subway,185
250,"201 S Clinton St
Iowa City, IA 52240
(319) 331-6454",Iowa City,16,308,3.0,https://www.yelp.com/biz/t-spoons-iowa-city,T Spoons,77
251,"1722 W 1st St
Santa Ana, CA 92703
(714) 667-7964",Irvine,127,6392,4.0,https://www.yelp.com/biz/lantern-grill-santa-ana-2,Lantern Grill,837
252,"2816 Lafayette Rd
Newport Beach, CA 92663
(949) 673-3625",Irvine,345,6392,4.0,https://www.yelp.com/biz/the-dock-newport-beach,The Dock,47
253,"Located in Campus Plaza
(949) 769-6196",Irvine,250,6392,4.0,https://www.yelp.com/biz/asian-box-irvine,Asian Box,247
254,"Located in Irvine Spectrum Center
(949) 788-9998",Irvine,968,6392,3.0,https://www.yelp.com/biz/the-cheesecake-factory-irvine,The Cheesecake Factory,447
255,"12932 Newport Ave
Tustin, CA 92780
(714) 884-3108",Irvine,139,6392,4.0,https://www.yelp.com/biz/l-uxweet-tustin,L’uxweet,647
256,"3063 Southwest Blvd
Kansas City, MO 64108
(816) 988-2500",Kansas City,29,1255,3.5,https://www.yelp.com/biz/minskys-pizza-kansas-city-9,Minsky’s Pizza,591
257,"Kansas City, MO
(816) 215-5547",Kansas City,5,1255,3.0,https://www.yelp.com/biz/little-italy-kansas-city,Little Italy,791
258,"5000 State Ave
Kansas City, KS 66102
(913) 287-9268",Kansas City,10,1255,3.5,https://www.yelp.com/biz/jalisco-restaurants-kansas-city,Jalisco Restaurants,1
259,"1000 W 39th St
Kansas City, MO 64111
(816) 255-3753",Kansas City,2282,1255,4.5,https://www.yelp.com/biz/q39-midtown-kansas-city,Q39 Midtown,201
260,"3037 Main St
Kansas City, MO 64108
(816) 960-3474",Kansas City,97,1255,4.0,https://www.yelp.com/biz/lutfis-fried-fish-kansas-city-5,Lutfi’s Fried Fish,401
261,"52 Maui Lani Pkwy
Wailuku, HI 96793
(808) 213-0303",Lahaina,32,357,4.0,https://www.yelp.com/biz/dominos-pizza-wailuku-2,Domino’s Pizza,151
262,"658 Front St
Lahaina, HI 96761
(808) 661-1919",Lahaina,64,357,3.5,https://www.yelp.com/biz/tiki-tiki-thai-cuisine-2-lahaina,Tiki Tiki Thai Cuisine 2,351
263,"Sunrise
Las Vegas, NV 89104
(702) 420-2008",Las Vegas,140,3887,3.0,https://www.yelp.com/biz/cousins-maine-lobster-las-vegas-las-vegas-2,Cousins Maine Lobster - Las Vegas,132
264,"Eastside
360 E Flamingo Rd
Las Vegas, NV 89169
(702) 431-4500",Las Vegas,1022,3887,4.5,https://www.yelp.com/biz/fogo-de-ch%C3%A3o-brazilian-steakhouse-las-vegas-7,Fogo de Chão Brazilian Steakhouse,332
265,"Westside
3713 W Sahara Ave
Las Vegas, NV 89102
(702) 982-8036",Las Vegas,1260,3887,4.0,https://www.yelp.com/biz/herbs-and-rye-las-vegas,Herbs & Rye,532
266,"Sunrise
1455 S Lamb Blvd
Las Vegas, NV 89104
(702) 685-9595",Las Vegas,638,3887,3.0,https://www.yelp.com/biz/golden-corral-las-vegas-3,Golden Corral,732
267,"Westside
3854 W Sahara Ave
Las Vegas, NV 89102
(702) 586-9229",Las Vegas,106,3887,4.5,https://www.yelp.com/biz/pro-kabob-persian-restaurant-las-vegas-5,Pro Kabob Persian Restaurant,932
268,"4285 Valley Ave
Pleasanton, CA 94566
(925) 484-0480",Livermore,189,790,4.0,https://www.yelp.com/biz/hunan-chef-pleasanton,Hunan Chef,525
269,"Serving Fremont and the Surrounding Area
(650) 733-2524",Livermore,115,790,4.0,https://www.yelp.com/biz/grillaz-gone-wild-fremont-8,Grillaz Gone Wild Cheesesteak Food Truck And Catering,725
270,"6797 Village Pkwy
Dublin, CA 94568
(925) 828-0492",Livermore,32,790,2.0,https://www.yelp.com/biz/a-and-w-dublin,A&W,135
271,"Located in Stoneridge Shopping Center
(925) 398-8690",Livermore,74,790,4.0,https://www.yelp.com/biz/the-counter-pleasanton-pleasanton,The Counter Pleasanton,335
272,"4501 Carson St
Long Beach, CA 90808
(562) 425-7799",Long Beach,132,8372,3.5,https://www.yelp.com/biz/we-love-pho-ii-long-beach,We Love Pho II,623
273,"2000 Ximeno Ave
Long Beach, CA 90815
(562) 498-0654",Long Beach,298,8372,4.0,https://www.yelp.com/biz/toppings-pizza-long-beach,Toppings Pizza,823
274,"5345 Long Beach Blvd
Long Beach, CA 90805
(562) 428-6398",Long Beach,100,8372,3.5,https://www.yelp.com/biz/el-cortez-restaurant-long-beach,El Cortez Restaurant,33
275,"5716 E 2nd St
Long Beach, CA 90803
(562) 434-2333",Long Beach,332,8372,4.0,https://www.yelp.com/biz/chianina-steakhouse-long-beach,Chianina Steakhouse,233
276,"240 Pine Ave
Long Beach, CA 90802
(562) 682-8388",Long Beach,55,8372,4.5,https://www.yelp.com/biz/the-wild-chive-long-beach,The Wild Chive,433
277,"223 Castro St
Mountain View, CA 94041
(650) 964-9151",Los Altos,551,1303,3.5,https://www.yelp.com/biz/st-stephens-green-mountain-view-3,St Stephen’s Green,663
278,"20735 Stevens Creek Blvd
Cupertino, CA 95014
(408) 366-2208",Los Altos,22,1303,3.5,https://www.yelp.com/biz/the-habit-burger-grill-cupertino-2,The Habit Burger Grill,863
279,"455 E Charleston Rd
Palo Alto, CA 94306
(650) 322-3742",Los Altos,4,1303,4.0,https://www.yelp.com/biz/la-comida-palo-alto,La Comida,73
280,"Located in Dinah's Garden Hotel
(650) 493-2844",Los Altos,159,1303,4.0,https://www.yelp.com/biz/dinahs-poolside-restaurant-palo-alto,Dinah’s Poolside Restaurant,273
281,"19541 Richwood Dr
Cupertino, CA 95014
(408) 982-5775",Los Altos,202,1303,4.0,https://www.yelp.com/biz/sizzling-gourmet-cupertino-7,Sizzling Gourmet,473
282,"Echo Park
1412 Glendale Blvd
Los Angeles, CA 90026
(213) 568-3827",Los Angeles,271,9478,4.5,https://www.yelp.com/biz/the-semi-tropic-los-angeles,The Semi-Tropic,525
283,"Chinatown
943 N Broadway
Los Angeles, CA 90012
(323) 405-4012",Los Angeles,450,9478,3.5,https://www.yelp.com/biz/burgerlords-los-angeles,Burgerlords,725
284,"Atwater Village
3280 Glendale Blvd
Los Angeles, CA 90039
(323) 663-3280",Los Angeles,484,9478,4.0,https://www.yelp.com/biz/allacqua-los-angeles-2,All’Acqua,925
285,"West Los Angeles
10571 Pico Blvd
Los Angeles, CA 90064
(310) 441-7770",Los Angeles,784,9478,4.0,https://www.yelp.com/biz/food-los-angeles-2,Food,135
286,"Sawtelle
2024 Sawtelle Blvd
Los Angeles, CA 90025
(424) 273-6469",Los Angeles,542,9478,4.0,https://www.yelp.com/biz/flores-and-sons-los-angeles,Flores and Sons,335
287,"West San Jose
1150 S De Anza Blvd
San Jose, CA 95129
(408) 725-0181",Los Gatos,75,1062,2.0,https://www.yelp.com/biz/mcdonalds-san-jose-30,McDonald’s,148
288,"West San Jose
455 Saratoga Ave
San Jose, CA 95129
(408) 320-1930",Los Gatos,240,1062,4.5,https://www.yelp.com/biz/poke-paradise-san-jose-2,Poke Paradise,348
289,"12108 Saratoga-Sunnyvale Rd
Saratoga, CA 95070
(408) 777-8774",Los Gatos,353,1062,4.0,https://www.yelp.com/biz/sushi-heaven-saratoga,Sushi Heaven,548
290,"Almaden Valley
5650 Almaden Expy
San Jose, CA 95118
(408) 266-4800",Los Gatos,288,1062,3.0,https://www.yelp.com/biz/chilis-san-jose-34,Chili’s,748
291,"Willow Glen
1351 Lincoln Ave
San Jose, CA 95125
(408) 288-7095",Los Gatos,72,1062,3.0,https://www.yelp.com/biz/le-boulanger-san-jose-6,Le Boulanger,948
292,"Fourth Street, Downtown
415 S 4th St
Louisville, KY 40202
(502) 585-3577",Louisville,66,1641,2.5,https://www.yelp.com/biz/tgi-fridays-louisville,TGI Fridays,618
293,"Civic Center, Downtown
526 S 5th St
Louisville, KY 40202
(502) 889-0827",Louisville,38,1641,3.0,https://www.yelp.com/biz/weiwei-chineseexpress-louisville-2,WeiWei ChineseExpress,818
294,"East Main, Downtown
301 E Market St
Louisville, KY 40202
(502) 587-7888",Louisville,17,1641,3.0,https://www.yelp.com/biz/jimmy-johns-louisville-4,Jimmy John’s,28
295,"Germantown
1012 Barret Ave
Louisville, KY 40204",Louisville,45,1641,4.0,https://www.yelp.com/biz/barret-bar-louisville,Barret Bar,228
296,"Limerick
517 W Oak St
Louisville, KY 40203
(502) 822-3046",Louisville,38,1641,4.5,https://www.yelp.com/biz/baraka-resturant-louisville,Baraka Resturant,428
297,"South Campus
1212 Regent St
Madison, WI 53715
(608) 251-6766",Madison,9,1051,3.5,https://www.yelp.com/biz/the-red-zone-madison-madison,The Red Zone Madison,790
298,"5901 Hwy 51
Madison, WI 53704
(608) 246-3532",Madison,2,1051,1.5,https://www.yelp.com/biz/country-pride-restaurant-madison-2,Country Pride Restaurant,990
299,"2750 Prairie Lakes Dr
Sun Prairie, WI 53590
(608) 825-7796",Madison,15,1051,1.0,https://www.yelp.com/biz/mcdonalds-sun-prairie-2,McDonald’s,200
300,"Junction Ridge
515 Junction Rd
Madison, WI 53717
(608) 203-9671",Madison,9,1051,4.0,https://www.yelp.com/biz/anointed-one-madison,Anointed One,400
301,"Capitol
583 State St
Madison, WI 53703
(608) 709-1911",Madison,43,1051,3.5,https://www.yelp.com/biz/colectivo-coffee-madison-4,Colectivo Coffee,600
302,"Del Rey
4929 Sepulveda Blvd
Culver City, CA 90230
(310) 313-7625",Marina del Rey,349,1096,4.5,https://www.yelp.com/biz/mateos-ice-cream-and-fruit-bars-culver-city,Mateo’s Ice Cream & Fruit Bars,581
303,"1447 2nd St
Santa Monica, CA 90401
(310) 917-3311",Marina del Rey,652,1096,3.5,https://www.yelp.com/biz/jinkys-cafe-santa-monica-santa-monica,Jinky’s Cafe Santa Monica,781
